Sample	popsSize0	demographic.alltrees.times.0	demographic.alltrees.times.1	demographic.alltrees.times.2	demographic.alltrees.times.3	demographic.alltrees.times.4	demographic.alltrees.times.5	demographic.alltrees.times.6	demographic.alltrees.times.7	demographic.alltrees.times.8	demographic.alltrees.times.9	demographic.alltrees.times.10	demographic.alltrees.times.11	demographic.alltrees.times.12	demographic.alltrees.times.13	demographic.alltrees.times.14	demographic.alltrees.times.15	demographic.alltrees.times.16	demographic.alltrees.times.17	demographic.alltrees.times.18	
60	5371.0	2.190695804601745	2.507356348619936	626.0	2.698813705531535	4.644453370291103	6.337295914330312	412.0	11.546523922094863	11.629420308149818	14.065916728055214	15.773331947209158	20.433575535579962	24.07315441685816	290.0	72.55440302424614	72.93853956755041	80.3083557108866	83.41437934088671	1128.0	
61	5373.0	4.111198164172151	4.222412447263693	4.812998703712353	6.744109507662301	7.220013658123506	7.227374468204218	8.690042684905777	12.053260998733094	12.104752875677022	14.014569848134528	16.142188884750112	20.694681219142844	23.937467030346838	28.413892093680047	1628.0	73.11102598645834	83.12594556514264	865.0	84.08990625044368	
62	5376.0	2.767728182551508	2.8922744050837395	4.723613714630417	5.532579401798088	5.823422990110814	7.202629897016081	7.466468286128503	10.642713685851078	12.174017548115138	14.386216826564862	14.421399117811049	17.575195705362482	20.48184874377356	291.0	1631.0	53.545585953374655	62.51589019639017	64.44169023890503	1129.0	
63	5377.0	3.395225013917184	766.0	4.555474976592777	614.0	5.635338245592365	7.910903348571708	9.836055158046506	489.0	15.54781787736384	17.724197140527394	18.86916093373658	22.232280078175286	23.072670693207186	28.148837226466405	1632.0	77.79217177963409	82.5808673959112	868.0	82.69795830751508	
64	5378.0	0.9536535281835228	2.0108968695291765	2.093662367997183	615.0	6.096190053603053	6.209276430219234	413.0	11.196850888052296	14.522689519181668	15.046415938332814	18.799367382102133	24.653111492002296	28.42455498913087	31.762245628295346	1633.0	82.26912618970897	1226.0	93.29402303831439	95.66354936335121	
65	5379.0	0.9613867859085019	3.2916806971180392	3.4358527342118634	616.0	4.6965603532595	6.204304916658586	8.187151990469474	490.0	12.351336066186974	14.94732989813484	17.731119829464802	21.851223505370214	21.946985437911437	292.0	1634.0	74.49822472122771	1227.0	87.73037448140306	97.49771783583111	
66	5380.0	489.0	3.1374107146171752	4.467319699788916	5.701389927950672	7.469023041606093	7.511195410490146	10.434492157235653	13.44498935483611	14.117557947555781	14.798526430924966	15.25073908721862	16.91354878205358	23.16378691300934	23.696346898625777	1635.0	76.16213106846261	84.19630351797304	869.0	84.88704412701841	
67	5380.0	489.0	3.1374107146171752	4.467319699788916	5.701389927950672	7.469023041606093	7.511195410490146	10.434492157235653	13.44498935483611	14.117557947555781	14.798526430924966	15.25073908721862	16.91354878205358	23.16378691300934	23.696346898625777	1635.0	76.16213106846261	84.19630351797304	869.0	84.88704412701841	
68	5380.0	489.0	3.1374107146171752	4.467319699788916	5.701389927950672	7.469023041606093	7.511195410490146	10.434492157235653	13.44498935483611	14.117557947555781	14.798526430924966	15.25073908721862	16.91354878205358	23.16378691300934	23.696346898625777	1635.0	76.16213106846261	84.19630351797304	869.0	84.88704412701841	
69	5384.0	1.9194067492735343	3.0103570165049263	4.272744958726747	4.360797072012886	5.33013145126553	389.0	6.596890643376938	12.902177722644282	14.523507939962897	14.531763936336745	18.10714265212072	18.38616278418801	19.446032466338387	23.61924771979843	56.07717072442341	1046.0	70.00523744048246	873.0	74.20800484631084	
70	5384.0	1.9194067492735343	3.0103570165049263	4.272744958726747	4.360797072012886	5.33013145126553	389.0	6.596890643376938	12.902177722644282	14.523507939962897	14.531763936336745	18.10714265212072	18.38616278418801	19.446032466338387	23.61924771979843	56.07717072442341	1046.0	70.00523744048246	873.0	74.20800484631084	
71	5384.0	1.9194067492735343	3.0103570165049263	4.272744958726747	4.360797072012886	5.33013145126553	389.0	6.596890643376938	12.902177722644282	14.523507939962897	14.531763936336745	18.10714265212072	18.38616278418801	19.446032466338387	23.61924771979843	56.07717072442341	1046.0	70.00523744048246	873.0	74.20800484631084	
72	5385.0	3.028564265738922	3.7914282656470704	4.494596596336308	5.113519725972253	7.022398923790021	8.431151459415261	8.449540336688457	14.055710851065676	14.142168979614198	14.289044294559275	15.360241016825775	17.356647529652463	23.186320013917822	26.217583041156516	1637.0	66.96968748913417	75.24887040510247	874.0	76.87379598497239	
73	5386.0	2.5665619100837063	3.56214058214141	3.6383019021840823	4.458221805708277	5.273813642349694	5.714311086046322	5.8951851787713565	9.480532919013484	11.32726176627046	11.974876808322172	14.994282965943178	18.41040103878162	23.87847044743765	25.7236513252937	60.56209754172873	1047.0	71.70214438493338	875.0	72.08760917136709	
74	5388.0	2.243401579387694	3.980969869578729	4.284162118020134	4.393796356942701	482.0	6.494898207397995	6.5629363092706114	12.204286340959925	13.315227519525266	14.03842103592008	19.41171154984204	19.824873906056183	32.25215328299875	35.26902105946102	1638.0	85.88257888063613	1229.0	92.70626328485943	93.20924524167765	
75	5388.0	2.243401579387694	3.980969869578729	4.284162118020134	4.393796356942701	482.0	6.494898207397995	6.5629363092706114	12.204286340959925	13.315227519525266	14.03842103592008	19.41171154984204	19.824873906056183	32.25215328299875	35.26902105946102	1638.0	85.88257888063613	1229.0	92.70626328485943	93.20924524167765	
76	5388.0	2.243401579387694	3.980969869578729	4.284162118020134	4.393796356942701	482.0	6.494898207397995	6.5629363092706114	12.204286340959925	13.315227519525266	14.03842103592008	19.41171154984204	19.824873906056183	32.25215328299875	35.26902105946102	1638.0	85.88257888063613	1229.0	92.70626328485943	93.20924524167765	
77	5388.0	2.243401579387694	3.980969869578729	4.284162118020134	4.393796356942701	482.0	6.494898207397995	6.5629363092706114	12.204286340959925	13.315227519525266	14.03842103592008	19.41171154984204	19.824873906056183	32.25215328299875	35.26902105946102	1638.0	85.88257888063613	1229.0	92.70626328485943	93.20924524167765	
78	5389.0	1.9831456742742546	2.199165636848406	2.2892461281822705	5.117327610211518	5.380587530725336	5.453861039945977	10.386155608401609	12.479499024366305	12.690446316740875	14.522479009129711	16.577066922608793	20.212025907653214	21.520570771278443	293.0	57.30937521649597	59.08023300545457	1230.0	876.0	85.58941419518865	
79	5389.0	1.9831456742742546	2.199165636848406	2.2892461281822705	5.117327610211518	5.380587530725336	5.453861039945977	10.386155608401609	12.479499024366305	12.690446316740875	14.522479009129711	16.577066922608793	20.212025907653214	21.520570771278443	293.0	57.30937521649597	59.08023300545457	1230.0	876.0	85.58941419518865	
80	5390.0	491.0	3.6110715488167813	4.425986103260016	4.683622310526772	4.8197523604572154	5.73724031659458	5.9181612255710405	11.050780940226872	376.0	14.61843663785119	14.72658406054154	19.563135286589443	26.10156939401314	30.737871641833266	67.81219352539867	68.201523898749	84.24679260192214	84.26326313155566	85.57415730400163	
81	5390.0	491.0	3.6110715488167813	4.425986103260016	4.683622310526772	4.8197523604572154	5.73724031659458	5.9181612255710405	11.050780940226872	376.0	14.61843663785119	14.72658406054154	19.563135286589443	26.10156939401314	30.737871641833266	67.81219352539867	68.201523898749	84.24679260192214	84.26326313155566	85.57415730400163	
